timestamp,open_interest,high_oi,low_oi,close_oi
2021-08-25,3101308233.975,3169119744.7224,2919819028.43995,2927210647.5307503
2021-08-26,2799374520.4923,3054693383.5624795,2763694697.12274,2842960797.73686
2021-08-27,2978329076.8393803,3034874508.9751005,2851654466.52284,2868791941.8039203
2021-08-28,2859908642.46196,3064404040.7022,2856198716.84414,2926582344.46417
2021-08-29,2918020705.6087103,2946613937.55133,2773611031.28158,2809070167.7744803
2021-08-30,2707133353.7016,2980864273.4757,2692330965.6603,2802546470.0016
2021-08-31,2810033086.34496,2945778904.77528,2701172238.92768,2860500714.25888
2021-09-01,2964364773.66144,3053941992.97734,2894502860.5477204,2901850743.59838
2021-09-02,2928954441.88578,3254648618.7061,2902917101.09478,3155914519.5754
2021-09-03,3203115968.54536,3211443276.17384,3030772277.72872,3075359262.9682803
2021-09-04,3070051607.21934,3071550478.64896,2856949825.15052,2859809481.86366
2021-09-05,2966253632.65463,3238668244.67904,2883398562.85339,3237859705.1909103
2021-09-06,3293141305.46811,3408265737.1884403,3208501504.6768203,3265445763.91087
2021-09-07,2904948966.24725,3001553860.72594,1987115090.04454,2057837766.0784202
2021-09-08,2022617171.6746202,2163959769.16252,2017514621.49987,2098617232.49951
2021-09-09,2114814606.48148,2217822369.19576,2083288349.80252,2106783241.51404
2021-09-10,2036288387.10339,2278516412.56491,2016560837.1108902,2133629210.4705899
2021-09-11,2149464669.7259398,2213253114.1504803,2106491260.13734,2146177861.6878798
2021-09-12,2186860326.3190804,2269530645.3516903,2186860326.3190804,2223702775.45938
2021-09-13,2172197823.38944,2374534727.74228,2069001427.6646001,2102795014.7297997
2021-09-14,2201469422.16054,2359478082.7736998,2155229058.00566,2324763012.23152
2021-09-15,2375069571.7596803,2570502512.29224,2369032782.867,2484518884.16336
2021-09-16,2465896659.5054,2481847731.5771503,2358993036.1800003,2390595624.7428
2021-09-17,2368442876.93256,2449060857.75891,2366452125.54821,2389144042.3556404
2021-09-18,2438660090.53275,2609552583.393,2431897948.41585,2468244691.64865
2021-09-19,2414992082.4777,2512182250.31864,2397893067.47549,2440426980.1193604
2021-09-20,2222084662.104,2237166518.0424,2057478917.1756,2099584102.5366
2021-09-21,1987325796.5611,2013324442.8269,1832274162.4369998,1901603627.8804998
2021-09-22,2032057817.6,2102247831.04,1904087083.5199997,1915482969.6000001
2021-09-23,1973065855.95795,2088375962.84993,1964648582.4295201,2081297486.20235
2021-09-24,1987057495.3953497,2130339820.9629898,1931680657.57982,1933446223.6877902
2021-09-25,1926809480.5521803,1983991728.78132,1861483936.7599602,1872991119.78606
2021-09-26,1894878614.55,2074503693.45,1893355333.25,1908976323.6499999
2021-09-27,1863527645.38699,1959245182.13118,1846421410.36454,1853065422.25824
2021-09-28,1803953966.0467198,1997639732.39752,1779606176.50248,1874461995.9264798
2021-09-29,1897015612.1536899,2004488905.13025,1873997549.00393,1998439741.40181
2021-09-30,2109046208.39727,2134452511.0611298,1970449991.78662,2098626566.42857
2021-10-01,2305983755.4679403,2731088215.6719003,2305487068.2832003,2447005331.13696
2021-10-02,2421717103.25424,2429514912.85632,2321694840.2885,2374923720.79619
2021-10-03,2402882796.2167,2451818252.2365,2307781015.5589,2315428436.4435
2021-10-04,2364003743.9409003,2386829405.7045603,2273655689.9489202,2363411200.57922
2021-10-05,2472041504.33576,2780806081.80472,2459557926.21744,2714847821.68152
2021-10-06,2918848994.0736,3066868241.536,2740268324.48,2769027645.4912
2021-10-07,2693616870.2971797,2844237116.50365,2653462438.80375,2805433602.70419
2021-10-08,2813775096.975,2868011767.7749996,2732700436.9249997,2749808406.9
2021-10-09,2800029409.8322797,2839542960.7768497,2786333955.39906,2802373816.4374
2021-10-10,2789556357.8,2897690873.3,2778208514.6,2872254498.1
2021-10-11,3019280847.59223,3158346116.77749,2942095536.6687,3121936420.4453697
2021-10-12,3041136919.3180795,3120209562.0,2875597174.8848,2875597174.8848
2021-10-13,2941439140.4871,3021991530.01765,2763638606.0346503,2798932314.5593
2021-10-14,2798178372.37958,2949741082.54069,2797413234.21593,2895484495.58945
2021-10-15,3113649385.05724,3441488919.71576,3066222321.01905,3260455332.43537
2021-10-16,3219409493.67084,3341393187.6893997,3168859983.01776,3300151762.2419996
2021-10-17,3335137653.5775,3452777235.80505,3266864766.9595,3277205507.27265
2021-10-18,3302033866.08144,3402656208.38752,3206568549.9512,3212209844.13056
2021-10-19,3330200897.8055997,3580430807.6586,3315981826.0863,3572236731.4452
2021-10-20,3669297472.70944,3775484177.2674403,3577223675.3572,3763502634.5725603
2021-10-21,3546997523.00058,3611718692.5438304,3377769152.01517,3435063847.13569
2021-10-22,3350867159.8621097,3431812033.62428,3277032690.02592,3401878359.1092696
2021-10-23,3434972785.20011,3547692814.11314,3349082614.5623,3372468577.3101397
2021-10-24,3349245467.63268,3605337927.9522,3340566633.07422,3468532776.02568
2021-10-25,3595196094.71744,3611975640.7116804,3475817875.0412803,3477042792.12544
2021-10-26,3324565140.8525,3467818606.26375,3314516254.0,3467818606.26375
2021-10-27,3358117557.64008,3441396322.6668,3158458518.43656,3278372056.42536
2021-10-28,3400235163.49503,3414785663.1356297,3137256312.37879,3156306239.70802
2021-10-29,3244098285.24548,3326931642.92034,3192436857.72154,3266252845.18156
2021-10-30,3244601441.68062,3280519406.1231904,3205353330.33048,3206813747.33853
2021-10-31,3178495226.01207,3436994342.59417,3147655647.85673,3392099307.09895
2021-11-01,3369665051.89965,3392689938.55722,3286454327.57322,3286886412.52152
2021-11-02,3412219078.7242403,3529985466.95756,3384663778.02826,3485545994.9012103
2021-11-03,3467903041.7230496,3541633729.3228498,3316844088.0666,3346248200.30865
2021-11-04,3265528221.74376,3462195011.14242,3265424770.4915204,3413811831.09316
2021-11-05,3390146490.236,3478404297.478,3305316488.1219997,3478252514.55
2021-11-06,3507062156.1525,3671808116.9877,3487516817.5549,3505575858.6106005
2021-11-07,3608449883.0968003,3619508535.5716,3492877508.4308,3563721848.4924
2021-11-08,3805834566.18272,4103790540.5485606,3798252783.6535206,4063727737.7639203
2021-11-09,4027844388.1074595,4159775781.05082,3964488931.3867197,4018764803.85738
2021-11-10,3893776960.3348,4068510593.8720098,3639575764.2269297,3710754194.7589297
2021-11-11,3705676782.0193,3709399330.434,3550506696.0221004,3570040042.5556
2021-11-12,3532857964.80096,3905010640.14408,3532857964.80096,3714364817.75256
2021-11-13,3730049936.239,3802103353.5099998,3676162420.315,3680861596.841
2021-11-14,3746362150.1652904,3892036950.30126,3718558661.20647,3782268515.1919203
2021-11-15,3672789151.66527,3972492122.8789997,3672789151.66527,3967687991.2097197
2021-11-16,3746506702.51684,3938483499.04991,3633306852.40076,3642124106.47161
2021-11-17,3657764800.8684,3886064192.214,3596761754.21088,3608897746.7484
2021-11-18,3402892063.5982504,3642913275.0542,3401232359.62235,3479923491.3264003
2021-11-19,3549750762.35389,3601692255.0331,3422520872.43046,3428819323.7631
2021-11-20,3526574110.05291,3541123327.23222,3397873920.14265,3415823621.7397203
2021-11-21,3355482426.08652,3375399375.86488,3296411168.95459,3299160745.62667
2021-11-22,3163761635.70019,3407469083.11796,3163761635.70019,3406318227.37353
2021-11-23,3485374788.6864905,3607072202.20053,3434985016.5512705,3452099129.14146
2021-11-24,3427566862.55816,3607407403.92704,3390285226.5091605,3451703045.47068
2021-11-25,3562001409.18012,3634824006.095,3530818648.69245,3591348869.49006
2021-11-26,3272777608.5459,3672452048.9202003,3253662475.69545,3567281216.16555
2021-11-27,3632522088.69219,3632823316.1435,3457229498.06023,3457229498.06023
2021-11-28,3619077051.8215203,3781572820.62879,3563561608.90082,3570560948.5326905
2021-11-29,3602472255.3569403,3607998065.8138204,3497613184.0188003,3567442840.8159804
2021-11-30,3514841591.375,3536229721.5,3370772327.375,3375254949.4500003
2021-12-01,3389134519.1227803,3545236131.0725203,3384167837.40214,3472227065.40677
2021-12-02,3430001444.11441,3483810896.3034797,3373492847.30857,3383161471.43202
2021-12-03,3209460184.632,3619146093.628,3204357180.024,3281292169.22
2021-12-04,3007320308.6521,3083409580.6234,1956535891.95092,1968393063.7438202
2021-12-05,1975638052.3515997,2091556879.2118,1937812416.6492,1976133003.39
2021-12-06,2018080495.1880002,2080991737.32744,1901874307.56144,1904504561.80608
2021-12-07,1910263619.1808,2062662838.2208,1883411526.1972,1989478894.2508
2021-12-08,1984696092.14329,2125482784.37117,1960195150.66095,1977113320.33883
2021-12-09,1862825196.12248,2045259310.3610399,1851068185.6166403,1997880377.3691201
2021-12-10,1980926885.7437,2039080933.32905,1845350581.9653997,1854954141.9144
2021-12-11,1943293630.6056,2025439618.06095,1899524549.5407999,2005805623.4398
2021-12-12,2033258280.75252,2219858550.06507,2019500862.4091702,2177278005.0216603
2021-12-13,2031021487.97339,2123633302.09514,1953334181.07124,1999884200.82605
2021-12-14,2070321958.8394,2123287619.52948,2050962430.25864,2066286756.5272803
2021-12-15,2089651974.6513603,2200346544.08016,2062393926.85608,2148970767.79344
2021-12-16,2094181565.8609998,2309286049.6475,2091228418.2405,2265301204.4355
2021-12-17,2193991865.6150703,2433254699.5269604,2174076516.38229,2335391094.2445903
2021-12-18,2370360192.85377,2494209647.23125,2370360192.85377,2490977986.2575397
2021-12-19,2483137278.0709796,2677488927.7118697,2483137278.0709796,2616032502.2610297
2021-12-20,2629609005.99844,2919498274.5678596,2626431938.40228,2899707634.67298
2021-12-21,3022353060.2353997,3441769343.81755,3020126259.5262504,3430470240.0151
2021-12-22,3409030480.96546,3558464069.07342,3392625096.7741604,3558464069.07342
2021-12-23,3723024843.48224,3812794597.5263996,3692559398.8064,3743814251.28256
2021-12-24,3743123952.67265,3768813212.8296,3664506308.1926003,3690673371.95375
2021-12-25,3661261185.323,3740377410.0599203,3660932704.8011203,3721017321.5322795
2021-12-26,3747748390.20021,3791430168.7045507,3664109362.50444,3670211504.7819004
2021-12-27,3666017554.0716,3872212587.04728,3651951942.45168,3739806971.8461204
2021-12-28,3504855258.9286304,3565405881.1514,3430509704.22731,3526724516.9583898
2021-12-29,3446167684.77102,3554142670.56366,3382499241.32512,3387917781.8681
2021-12-30,3436238543.24394,3458361758.5540795,3376660752.71784,3385340930.04408
2021-12-31,3321763111.43424,3468147259.8220797,3294058494.39744,3456095591.9846396
2022-01-01,3568420049.38005,3580438874.1364503,3477827962.19085,3481017379.6231503
2022-01-02,3450052284.7200003,3520883776.56,3421646366.16,3465520267.68
2022-01-03,3404375970.8928595,3740343827.5893097,3397799801.5465794,3692833386.73249
2022-01-04,3644143219.89718,3731075650.94486,3597870394.89964,3719645804.3321
2022-01-05,3524207139.5402303,3665573268.5405602,3345466963.25803,3380341180.42491
2022-01-06,3353741686.61139,3486949471.69241,3327541889.24973,3415962662.01451
2022-01-07,3294948961.77086,3352133638.64074,3177867013.60416,3183295443.65912
2022-01-08,3193575268.8206,3300897818.5016003,3174907818.59915,3184869344.8988504
2022-01-09,3197181514.7629204,3275283173.3952003,3185856156.11872,3187332960.1188602
2022-01-10,3183550159.32765,3377670830.7153,3121383939.2064,3199725185.4970503
2022-01-11,3268549640.7154803,3353771401.6554,3236010441.5350804,3303589776.0228004
2022-01-12,3394884998.4712005,3462980372.30808,3387590355.33984,3399023301.41296
2022-01-13,3294730459.97776,3326071958.7384,3245626799.3224,3267476254.1632
2022-01-14,3306506837.824,3357147168.3568006,3204359561.0768,3205682641.4104
2022-01-15,3207776198.90371,3314242709.41883,3195404496.39978,3247611898.25016
2022-01-16,3246869186.42256,3262732604.38458,3173521079.1803403,3173778581.92714
2022-01-17,3108599927.54586,3258115305.9039,3101931468.6047997,3195331057.8874793
2022-01-18,3207546797.32276,3289726622.69514,3155691178.95022,3163967752.4644203
2022-01-19,3113173228.03311,3247845479.6934605,3075734407.47442,3141097844.75259
2022-01-20,3065982142.23039,3324287276.4080606,3065280687.4162,3113627111.53268
2022-01-21,2789281972.59256,2853223045.10516,2605615224.07038,2616778876.29088
2022-01-22,2517480446.93488,2645657690.4008904,2471560509.8483505,2562024006.4819303
2022-01-23,2648752155.5234103,2726967602.45199,2631758505.56292,2685727126.9890304
2022-01-24,2716735665.41393,2827016220.63691,2647575063.7355995,2679029758.4839497
2022-01-25,2699933002.3017,2874533770.0358405,2693014033.5073805,2809313665.55466
2022-01-26,2798289756.53495,2945573713.86702,2714861751.28375,2717470936.54393
2022-01-27,2742850298.181,2780656785.333,2660206717.5509996,2686738859.256
2022-01-28,2728273640.60017,2805373397.34349,2694474389.39755,2798481927.01613
2022-01-29,2832171019.32753,2945227429.46223,2827813906.6854305,2911391117.39295
2022-01-30,2890023114.79295,2932190348.4376802,2875239761.1192403,2926351512.42587
2022-01-31,2970322501.63648,3192389371.5232,2947338992.40064,3187647147.1584005
2022-02-01,3207671610.7408504,3207769046.9455404,3025066376.98276,3040954860.63138
2022-02-02,2900349502.81314,2960564969.3153796,2840574342.6889496,2878513626.74456
2022-02-03,2909738328.83038,2974527931.69612,2895792405.95856,2899258200.12668
2022-02-04,3230480838.9,3479692503.6,3230480838.9,3387585460.7999997
2022-02-05,3373292377.59584,3388672880.7323704,3322005222.1150203,3362121169.9211507
2022-02-06,3442297492.0522504,3524765932.812,3396685120.2464995,3410411299.0415998
2022-02-07,3528648004.20384,3568369020.30132,3424624798.7171803,3424994723.8327794
2022-02-08,3439965306.51354,3490350238.47861,3207836134.22108,3211750884.39804
2022-02-09,3236302173.46176,3333634225.1305604,3175599161.2176003,3309850930.8092804
2022-02-10,3243681639.7368903,3484678646.66469,3121315696.59717,3124875299.7075305
2022-02-11,3045423012.4620004,3147160047.006,2978338612.128,3075644925.66
2022-02-12,3063584384.3887,3169205257.41534,3049275716.6676702,3060938325.94009
2022-02-13,3049424230.04691,3124187148.6775494,3009333430.10874,3014327117.57127
2022-02-14,3049030382.40206,3241840217.66486,3048359293.1677203,3155807394.30516
2022-02-15,3304559160.6624,3533489084.9232,3261512529.9312,3389922092.1552
2022-02-16,3339000482.9909,3423009030.8752,3274818945.2380996,3362424991.5970993
2022-02-17,3104152556.4400997,3123482443.6943994,3006807229.8124,3031925122.1398
2022-02-18,2992621820.5592003,3041696534.7108006,2911238424.8892,2929934534.2280006
2022-02-19,2936224464.446,3101707508.8678,2932876267.349,3046826394.9802
2022-02-20,2918685423.7987,2982261173.6582,2821579215.8277,2827109440.2893
2022-02-21,2725526484.4896,2851094387.8296,2638478733.1848,2696384012.256
2022-02-22,2785732752.4799995,2903959343.06,2770701871.22,2859138386.6
2022-02-23,2785497540.7900004,2810778976.9978004,2701173372.1992006,2712094594.0628004
2022-02-24,2791305840.8226,2918335378.5267,2517587479.1798997,2528930472.9594
2022-02-25,2587693383.6676,2722089220.4298,2551485354.1138,2646962813.6094003
2022-02-26,2639799444.4173,2700885414.6870003,2625810535.9626,2629265662.905
2022-02-27,2533285661.2000003,2644001258.192,2451117114.696,2481124595.6080003
2022-02-28,2842241769.045,3201039257.535,2840782482.72,2970121470.12
2022-03-01,3055401913.0264,3336487019.4631,3051322627.9655995,3136974429.1947002
