,date,positive,neutral,negative,news_count,finbert_sentiment,avg_sentiment,fear_greed_index,fear_greed_label
1220,2021-06-08,,,,,,,13,Extreme Fear
1221,2021-06-09,,,,,,,14,Extreme Fear
1222,2021-06-10,,,,,,,21,Extreme Fear
1223,2021-06-11,,,,,,,21,Extreme Fear
1224,2021-06-12,,,,,,,28,Fear
1225,2021-06-13,,,,,,,23,Extreme Fear
1226,2021-06-14,,,,,,,28,Fear
1227,2021-06-15,,,,,,,38,Fear
1228,2021-06-16,,,,,,,33,Fear
1229,2021-06-17,,,,,,,26,Fear
1230,2021-06-18,,,,,,,25,Extreme Fear
1231,2021-06-19,,,,,,,23,Extreme Fear
1232,2021-06-20,,,,,,,21,Extreme Fear
1233,2021-06-21,,,,,,,23,Extreme Fear
1234,2021-06-22,,,,,,,10,Extreme Fear
1235,2021-06-23,,,,,,,14,Extreme Fear
1236,2021-06-24,,,,,,,22,Extreme Fear
1237,2021-06-25,,,,,,,27,Fear
1238,2021-06-26,,,,,,,20,Extreme Fear
1239,2021-06-27,,,,,,,22,Extreme Fear
1240,2021-06-28,,,,,,,25,Extreme Fear
1241,2021-06-29,,,,,,,25,Extreme Fear
1242,2021-06-30,,,,,,,28,Fear
1243,2021-07-01,,,,,,,28,Fear
1244,2021-07-02,,,,,,,21,Extreme Fear
1245,2021-07-03,,,,,,,24,Extreme Fear
1246,2021-07-04,,,,,,,27,Fear
1247,2021-07-05,,,,,,,29,Fear
1248,2021-07-06,,,,,,,20,Extreme Fear
1249,2021-07-07,,,,,,,28,Fear
1250,2021-07-08,,,,,,,20,Extreme Fear
1251,2021-07-09,,,,,,,20,Extreme Fear
1252,2021-07-10,,,,,,,20,Extreme Fear
1253,2021-07-11,,,,,,,20,Extreme Fear
1254,2021-07-12,,,,,,,25,Extreme Fear
1255,2021-07-13,,,,,,,20,Extreme Fear
1256,2021-07-14,,,,,,,21,Extreme Fear
1257,2021-07-15,,,,,,,20,Extreme Fear
1258,2021-07-16,,,,,,,22,Extreme Fear
1259,2021-07-17,,,,,,,15,Extreme Fear
1260,2021-07-18,,,,,,,19,Extreme Fear
1261,2021-07-19,,,,,,,24,Extreme Fear
1262,2021-07-20,,,,,,,19,Extreme Fear
1263,2021-07-21,,,,,,,10,Extreme Fear
1264,2021-07-22,,,,,,,21,Extreme Fear
1265,2021-07-23,,,,,,,23,Extreme Fear
1266,2021-07-24,,,,,,,22,Extreme Fear
1267,2021-07-25,,,,,,,27,Fear
1268,2021-07-26,,,,,,,26,Fear
1269,2021-07-27,,,,,,,32,Fear
1270,2021-07-28,,,,,,,50,Neutral
1271,2021-07-29,,,,,,,50,Neutral
1272,2021-07-30,,,,,,,53,Neutral
1273,2021-07-31,,,,,,,60,Greed
1274,2021-08-01,,,,,,,60,Greed
1275,2021-08-02,,,,,,,48,Neutral
1276,2021-08-03,,,,,,,48,Neutral
1277,2021-08-04,,,,,,,42,Fear
1278,2021-08-05,,,,,,,50,Neutral
1279,2021-08-06,,,,,,,52,Neutral
1280,2021-08-07,,,,,,,69,Greed
1281,2021-08-08,,,,,,,74,Greed
1282,2021-08-09,,,,,,,65,Greed
1283,2021-08-10,,,,,,,71,Greed
1284,2021-08-11,,,,,,,70,Greed
1285,2021-08-12,,,,,,,70,Greed
1286,2021-08-13,,,,,,,70,Greed
1287,2021-08-14,,,,,,,76,Extreme Greed
1288,2021-08-15,,,,,,,71,Greed
1289,2021-08-16,,,,,,,72,Greed
1290,2021-08-17,,,,,,,72,Greed
1291,2021-08-18,,,,,,,73,Greed
1292,2021-08-19,,,,,,,70,Greed
1293,2021-08-20,,,,,,,70,Greed
1294,2021-08-21,,,,,,,78,Extreme Greed
1295,2021-08-22,,,,,,,76,Extreme Greed
1296,2021-08-23,,,,,,,79,Extreme Greed
1297,2021-08-24,,,,,,,79,Extreme Greed
1298,2021-08-25,,,,,,,73,Greed
1299,2021-08-26,,,,,,,75,Greed
1300,2021-08-27,,,,,,,71,Greed
1301,2021-08-28,,,,,,,78,Extreme Greed
1302,2021-08-29,,,,,,,72,Greed
1303,2021-08-30,,,,,,,73,Greed
1304,2021-08-31,,,,,,,73,Greed
1305,2021-09-01,,,,,,,71,Greed
1306,2021-09-02,,,,,,,74,Greed
1307,2021-09-03,,,,,,,74,Greed
1308,2021-09-04,,,,,,,72,Greed
1309,2021-09-05,,,,,,,73,Greed
1310,2021-09-06,,,,,,,79,Extreme Greed
1311,2021-09-07,,,,,,,79,Extreme Greed
1312,2021-09-08,,,,,,,47,Neutral
1313,2021-09-09,,,,,,,45,Fear
1314,2021-09-10,,,,,,,46,Fear
1315,2021-09-11,,,,,,,31,Fear
1316,2021-09-12,,,,,,,32,Fear
1317,2021-09-13,,,,,,,44,Fear
1318,2021-09-14,,,,,,,30,Fear
1319,2021-09-15,,,,,,,49,Neutral
1320,2021-09-16,,,,,,,53,Neutral
1321,2021-09-17,,,,,,,48,Neutral
1322,2021-09-18,,,,,,,50,Neutral
1323,2021-09-19,,,,,,,53,Neutral
1324,2021-09-20,,,,,,,50,Neutral
1325,2021-09-21,,,,,,,27,Fear
1326,2021-09-22,,,,,,,21,Extreme Fear
1327,2021-09-23,,,,,,,27,Fear
1328,2021-09-24,,,,,,,33,Fear
1329,2021-09-25,,,,,,,28,Fear
1330,2021-09-26,,,,,,,27,Fear
1331,2021-09-27,,,,,,,26,Fear
1332,2021-09-28,,,,,,,25,Extreme Fear
1333,2021-09-29,,,,,,,24,Extreme Fear
1334,2021-09-30,,,,,,,20,Extreme Fear
1335,2021-10-01,,,,,,,27,Fear
1336,2021-10-02,,,,,,,54,Neutral
1337,2021-10-03,,,,,,,49,Neutral
1338,2021-10-04,,,,,,,54,Neutral
1339,2021-10-05,,,,,,,59,Greed
1340,2021-10-06,,,,,,,68,Greed
1341,2021-10-07,,,,,,,76,Extreme Greed
1342,2021-10-08,,,,,,,74,Greed
1343,2021-10-09,,,,,,,72,Greed
1344,2021-10-10,,,,,,,71,Greed
1345,2021-10-11,,,,,,,71,Greed
1346,2021-10-12,,,,,,,78,Extreme Greed
1347,2021-10-13,,,,,,,70,Greed
1348,2021-10-14,,,,,,,70,Greed
1349,2021-10-15,,,,,,,71,Greed
1350,2021-10-16,,,,,,,78,Extreme Greed
1351,2021-10-17,,,,,,,79,Extreme Greed
1352,2021-10-18,,,,,,,78,Extreme Greed
1353,2021-10-19,,,,,,,75,Greed
1354,2021-10-20,,,,,,,82,Extreme Greed
1355,2021-10-21,,,,,,,84,Extreme Greed
1356,2021-10-22,,,,,,,75,Greed
1357,2021-10-23,,,,,,,74,Greed
1358,2021-10-24,,,,,,,73,Greed
1359,2021-10-25,,,,,,,72,Greed
1360,2021-10-26,,,,,,,76,Extreme Greed
1361,2021-10-27,,,,,,,73,Greed
1362,2021-10-28,,,,,,,66,Greed
1363,2021-10-29,,,,,,,70,Greed
1364,2021-10-30,,,,,,,73,Greed
1365,2021-10-31,,,,,,,74,Greed
1366,2021-11-01,,,,,,,74,Greed
1367,2021-11-02,,,,,,,73,Greed
1368,2021-11-03,,,,,,,76,Extreme Greed
1369,2021-11-04,,,,,,,73,Greed
1370,2021-11-05,,,,,,,73,Greed
1371,2021-11-06,,,,,,,71,Greed
1372,2021-11-07,,,,,,,73,Greed
1373,2021-11-08,,,,,,,75,Greed
1374,2021-11-09,,,,,,,84,Extreme Greed
1375,2021-11-10,,,,,,,75,Greed
1376,2021-11-11,,,,,,,77,Extreme Greed
1377,2021-11-12,,,,,,,74,Greed
1378,2021-11-13,,,,,,,72,Greed
1379,2021-11-14,,,,,,,74,Greed
1380,2021-11-15,,,,,,,72,Greed
1381,2021-11-16,,,,,,,71,Greed
1382,2021-11-17,,,,,,,52,Neutral
1383,2021-11-18,,,,,,,54,Neutral
1384,2021-11-19,,,,,,,34,Fear
1385,2021-11-20,,,,,,,43,Fear
1386,2021-11-21,,,,,,,49,Neutral
1387,2021-11-22,,,,,,,50,Neutral
1388,2021-11-23,,,,,,,33,Fear
1389,2021-11-24,,,,,,,42,Fear
1390,2021-11-25,,,,,,,32,Fear
1391,2021-11-26,,,,,,,47,Neutral
1392,2021-11-27,,,,,,,21,Extreme Fear
1393,2021-11-28,,,,,,,27,Fear
1394,2021-11-29,,,,,,,33,Fear
1395,2021-11-30,,,,,,,40,Fear
1396,2021-12-01,,,,,,,34,Fear
1397,2021-12-02,,,,,,,32,Fear
1398,2021-12-03,,,,,,,31,Fear
1399,2021-12-04,,,,,,,25,Extreme Fear
1400,2021-12-05,,,,,,,18,Extreme Fear
1401,2021-12-06,,,,,,,16,Extreme Fear
1402,2021-12-07,,,,,,,25,Extreme Fear
1403,2021-12-08,,,,,,,28,Fear
1404,2021-12-09,,,,,,,29,Fear
1405,2021-12-10,,,,,,,24,Extreme Fear
1406,2021-12-11,,,,,,,16,Extreme Fear
1407,2021-12-12,,,,,,,27,Fear
1408,2021-12-13,,,,,,,28,Fear
1409,2021-12-14,,,,,,,21,Extreme Fear
1410,2021-12-15,,,,,,,28,Fear
1411,2021-12-16,,,,,,,29,Fear
1412,2021-12-17,,,,,,,23,Extreme Fear
1413,2021-12-18,,,,,,,24,Extreme Fear
1414,2021-12-19,,,,,,,29,Fear
1415,2021-12-20,,,,,,,25,Extreme Fear
1416,2021-12-21,,,,,,,27,Fear
1417,2021-12-22,,,,,,,45,Fear
1418,2021-12-23,,,,,,,34,Fear
1419,2021-12-24,,,,,,,41,Fear
1420,2021-12-25,,,,,,,39,Fear
1421,2021-12-26,,,,,,,37,Fear
1422,2021-12-27,,,,,,,40,Fear
1423,2021-12-28,,,,,,,41,Fear
1424,2021-12-29,,,,,,,27,Fear
1425,2021-12-30,,,,,,,22,Extreme Fear
1426,2021-12-31,,,,,,,28,Fear
1427,2022-01-01,,,,,,,21,Extreme Fear
1428,2022-01-02,,,,,,,29,Fear
1429,2022-01-03,,,,,,,29,Fear
1430,2022-01-04,,,,,,,23,Extreme Fear
1431,2022-01-05,,,,,,,24,Extreme Fear
1432,2022-01-06,,,,,,,15,Extreme Fear
1433,2022-01-07,,,,,,,18,Extreme Fear
1434,2022-01-08,,,,,,,10,Extreme Fear
1435,2022-01-09,,,,,,,23,Extreme Fear
1436,2022-01-10,,,,,,,23,Extreme Fear
1437,2022-01-11,,,,,,,21,Extreme Fear
1438,2022-01-12,,,,,,,22,Extreme Fear
1439,2022-01-13,,,,,,,21,Extreme Fear
1440,2022-01-14,,,,,,,21,Extreme Fear
1441,2022-01-15,,,,,,,23,Extreme Fear
1442,2022-01-16,,,,,,,21,Extreme Fear
1443,2022-01-17,,,,,,,22,Extreme Fear
1444,2022-01-18,,,,,,,24,Extreme Fear
1445,2022-01-19,,,,,,,24,Extreme Fear
1446,2022-01-20,,,,,,,24,Extreme Fear
1447,2022-01-21,,,,,,,19,Extreme Fear
1448,2022-01-22,,,,,,,13,Extreme Fear
1449,2022-01-23,,,,,,,11,Extreme Fear
1450,2022-01-24,,,,,,,13,Extreme Fear
1451,2022-01-25,,,,,,,12,Extreme Fear
1452,2022-01-26,,,,,,,23,Extreme Fear
1453,2022-01-27,,,,,,,20,Extreme Fear
1454,2022-01-28,,,,,,,24,Extreme Fear
1455,2022-01-29,,,,,,,24,Extreme Fear
1456,2022-01-30,,,,,,,29,Fear
1457,2022-01-31,,,,,,,20,Extreme Fear
1458,2022-02-01,,,,,,,26,Fear
1459,2022-02-02,,,,,,,28,Fear
1460,2022-02-03,,,,,,,20,Extreme Fear
1461,2022-02-04,,,,,,,20,Extreme Fear
1462,2022-02-05,,,,,,,33,Fear
1463,2022-02-06,,,,,,,37,Fear
1464,2022-02-07,,,,,,,45,Fear
1465,2022-02-08,,,,,,,48,Neutral
1466,2022-02-09,,,,,,,54,Neutral
1467,2022-02-10,,,,,,,50,Neutral
1468,2022-02-11,,,,,,,50,Neutral
1469,2022-02-12,,,,,,,44,Fear
1470,2022-02-13,,,,,,,44,Fear
1471,2022-02-14,,,,,,,46,Fear
1472,2022-02-15,,,,,,,46,Fear
1473,2022-02-16,,,,,,,51,Neutral
1474,2022-02-17,,,,,,,52,Neutral
1475,2022-02-18,,,,,,,30,Fear
1476,2022-02-19,,,,,,,25,Extreme Fear
1477,2022-02-20,,,,,,,27,Fear
1478,2022-02-21,,,,,,,25,Extreme Fear
1479,2022-02-22,,,,,,,20,Extreme Fear
1480,2022-02-23,,,,,,,25,Extreme Fear
1481,2022-02-24,,,,,,,23,Extreme Fear
1482,2022-02-25,,,,,,,27,Fear
1483,2022-02-26,,,,,,,26,Fear
1484,2022-02-27,,,,,,,26,Fear
1485,2022-02-28,,,,,,,20,Extreme Fear
1486,2022-03-01,,,,,,,51,Neutral
1487,2022-03-02,,,,,,,52,Neutral
1488,2022-03-03,,,,,,,39,Fear
1489,2022-03-04,,,,,,,33,Fear
1490,2022-03-05,,,,,,,22,Extreme Fear
1491,2022-03-06,,,,,,,22,Extreme Fear
1492,2022-03-07,,,,,,,23,Extreme Fear
1493,2022-03-08,,,,,,,21,Extreme Fear
1494,2022-03-09,,,,,,,22,Extreme Fear
1495,2022-03-10,,,,,,,28,Fear
1496,2022-03-11,,,,,,,22,Extreme Fear
1497,2022-03-12,,,,,,,22,Extreme Fear
1498,2022-03-13,,,,,,,21,Extreme Fear
1499,2022-03-14,,,,,,,23,Extreme Fear
1500,2022-03-15,,,,,,,21,Extreme Fear
1501,2022-03-16,,,,,,,24,Extreme Fear
1502,2022-03-17,,,,,,,27,Fear
1503,2022-03-18,,,,,,,25,Extreme Fear
1504,2022-03-19,,,,,,,28,Fear
1505,2022-03-20,,,,,,,31,Fear
1506,2022-03-21,,,,,,,30,Fear
1507,2022-03-22,,,,,,,26,Fear
1508,2022-03-23,,,,,,,31,Fear
1509,2022-03-24,,,,,,,40,Fear
1510,2022-03-25,,,,,,,47,Neutral
1511,2022-03-26,,,,,,,51,Neutral
1512,2022-03-27,,,,,,,49,Neutral
1513,2022-03-28,,,,,,,60,Greed
1514,2022-03-29,,,,,,,56,Greed
1515,2022-03-30,,,,,,,55,Greed
1516,2022-03-31,,,,,,,52,Neutral
1517,2022-04-01,,,,,,,50,Neutral
1518,2022-04-02,,,,,,,52,Neutral
1519,2022-04-03,,,,,,,48,Neutral
1520,2022-04-04,,,,,,,52,Neutral
1521,2022-04-05,,,,,,,53,Neutral
1522,2022-04-06,,,,,,,48,Neutral
1523,2022-04-07,,,,,,,34,Fear
1524,2022-04-08,,,,,,,37,Fear
1525,2022-04-09,,,,,,,30,Fear
1526,2022-04-10,,,,,,,34,Fear
1527,2022-04-11,,,,,,,32,Fear
1528,2022-04-12,,,,,,,20,Extreme Fear
1529,2022-04-13,,,,,,,25,Extreme Fear
1530,2022-04-14,,,,,,,28,Fear
1531,2022-04-15,,,,,,,22,Extreme Fear
1532,2022-04-16,,,,,,,28,Fear
1533,2022-04-17,,,,,,,28,Fear
1534,2022-04-18,,,,,,,24,Extreme Fear
1535,2022-04-19,,,,,,,27,Fear
1536,2022-04-20,,,,,,,27,Fear
1537,2022-04-21,,,,,,,27,Fear
1538,2022-04-22,,,,,,,26,Fear
1539,2022-04-23,,,,,,,24,Extreme Fear
1540,2022-04-24,,,,,,,24,Extreme Fear
1541,2022-04-25,,,,,,,23,Extreme Fear
1542,2022-04-26,,,,,,,27,Fear
1543,2022-04-27,,,,,,,21,Extreme Fear
1544,2022-04-28,,,,,,,24,Extreme Fear
1545,2022-04-29,,,,,,,23,Extreme Fear
1546,2022-04-30,,,,,,,20,Extreme Fear
1547,2022-05-01,,,,,,,22,Extreme Fear
1548,2022-05-02,,,,,,,28,Fear
1549,2022-05-03,,,,,,,27,Fear
1550,2022-05-04,,,,,,,21,Extreme Fear
1551,2022-05-05,,,,,,,27,Fear
1552,2022-05-06,,,,,,,22,Extreme Fear
1553,2022-05-07,,,,,,,23,Extreme Fear
1554,2022-05-08,,,,,,,18,Extreme Fear
1555,2022-05-09,,,,,,,11,Extreme Fear
1556,2022-05-10,,,,,,,10,Extreme Fear
1557,2022-05-11,,,,,,,12,Extreme Fear
1558,2022-05-12,,,,,,,12,Extreme Fear
1559,2022-05-13,,,,,,,10,Extreme Fear
1560,2022-05-14,,,,,,,9,Extreme Fear
1561,2022-05-15,,,,,,,10,Extreme Fear
1562,2022-05-16,,,,,,,14,Extreme Fear
1563,2022-05-17,,,,,,,8,Extreme Fear
1564,2022-05-18,,,,,,,12,Extreme Fear
1565,2022-05-19,,,,,,,13,Extreme Fear
1566,2022-05-20,,,,,,,13,Extreme Fear
1567,2022-05-21,,,,,,,13,Extreme Fear
1568,2022-05-22,,,,,,,14,Extreme Fear
1569,2022-05-23,,,,,,,10,Extreme Fear
1570,2022-05-24,,,,,,,12,Extreme Fear
1571,2022-05-25,,,,,,,11,Extreme Fear
1572,2022-05-26,,,,,,,12,Extreme Fear
1573,2022-05-27,,,,,,,12,Extreme Fear
1574,2022-05-28,,,,,,,13,Extreme Fear
1575,2022-05-29,,,,,,,14,Extreme Fear
1576,2022-05-30,,,,,,,10,Extreme Fear
1577,2022-05-31,,,,,,,16,Extreme Fear
1578,2022-06-01,,,,,,,17,Extreme Fear
1579,2022-06-02,,,,,,,13,Extreme Fear
1580,2022-06-03,,,,,,,10,Extreme Fear
1581,2022-06-04,,,,,,,14,Extreme Fear
1582,2022-06-05,,,,,,,10,Extreme Fear
1583,2022-06-06,,,,,,,13,Extreme Fear
1584,2022-06-07,,,,,,,15,Extreme Fear
1585,2022-06-08,,,,,,,17,Extreme Fear
1586,2022-06-09,,,,,,,11,Extreme Fear
1587,2022-06-10,,,,,,,13,Extreme Fear
1588,2022-06-11,,,,,,,12,Extreme Fear
1589,2022-06-12,,,,,,,14,Extreme Fear
1590,2022-06-13,,,,,,,11,Extreme Fear
1591,2022-06-14,,,,,,,8,Extreme Fear
1592,2022-06-15,,,,,,,7,Extreme Fear
1593,2022-06-16,,,,,,,7,Extreme Fear
1594,2022-06-17,,,,,,,9,Extreme Fear
1595,2022-06-18,,,,,,,6,Extreme Fear
1596,2022-06-19,,,,,,,6,Extreme Fear
1597,2022-06-20,,,,,,,9,Extreme Fear
1598,2022-06-21,,,,,,,9,Extreme Fear
1599,2022-06-22,,,,,,,11,Extreme Fear
1600,2022-06-23,,,,,,,11,Extreme Fear
1601,2022-06-24,,,,,,,11,Extreme Fear
1602,2022-06-25,,,,,,,14,Extreme Fear
1603,2022-06-26,,,,,,,14,Extreme Fear
1604,2022-06-27,,,,,,,12,Extreme Fear
1605,2022-06-28,,,,,,,10,Extreme Fear
1606,2022-06-29,,,,,,,13,Extreme Fear
1607,2022-06-30,,,,,,,11,Extreme Fear
1608,2022-07-01,,,,,,,11,Extreme Fear
1609,2022-07-02,,,,,,,14,Extreme Fear
1610,2022-07-03,,,,,,,11,Extreme Fear
1611,2022-07-04,,,,,,,14,Extreme Fear
1612,2022-07-05,,,,,,,19,Extreme Fear
1613,2022-07-06,,,,,,,18,Extreme Fear
1614,2022-07-07,,,,,,,18,Extreme Fear
1615,2022-07-08,,,,,,,20,Extreme Fear
1616,2022-07-09,,,,,,,24,Extreme Fear
1617,2022-07-10,,,,,,,24,Extreme Fear
1618,2022-07-11,,,,,,,22,Extreme Fear
1619,2022-07-12,,,,,,,16,Extreme Fear
1620,2022-07-13,,,,,,,15,Extreme Fear
1621,2022-07-14,,,,,,,18,Extreme Fear
1622,2022-07-15,,,,,,,15,Extreme Fear
1623,2022-07-16,,,,,,,21,Extreme Fear
1624,2022-07-17,,,,,,,24,Extreme Fear
1625,2022-07-18,,,,,,,20,Extreme Fear
1626,2022-07-19,,,,,,,30,Fear
1627,2022-07-20,,,,,,,31,Fear
1628,2022-07-21,,,,,,,34,Fear
1629,2022-07-22,,,,,,,33,Fear
1630,2022-07-23,,,,,,,31,Fear
1631,2022-07-24,,,,,,,30,Fear
1632,2022-07-25,,,,,,,30,Fear
1633,2022-07-26,,,,,,,26,Fear
1634,2022-07-27,,,,,,,28,Fear
1635,2022-07-28,,,,,,,32,Fear
1636,2022-07-29,,,,,,,39,Fear
1637,2022-07-30,,,,,,,42,Fear
1638,2022-07-31,,,,,,,39,Fear
1639,2022-08-01,,,,,,,33,Fear
1640,2022-08-02,,,,,,,31,Fear
1641,2022-08-03,,,,,,,34,Fear
1642,2022-08-04,,,,,,,30,Fear
1643,2022-08-05,,,,,,,31,Fear
1644,2022-08-06,,,,,,,31,Fear
1645,2022-08-07,,,,,,,30,Fear
1646,2022-08-08,,,,,,,30,Fear
1647,2022-08-09,,,,,,,42,Fear
1648,2022-08-10,,,,,,,31,Fear
1649,2022-08-11,,,,,,,41,Fear
1650,2022-08-12,,,,,,,42,Fear
1651,2022-08-13,,,,,,,46,Fear
1652,2022-08-14,,,,,,,47,Neutral
1653,2022-08-15,,,,,,,45,Fear
1654,2022-08-16,,,,,,,44,Fear
1655,2022-08-17,,,,,,,41,Fear
1656,2022-08-18,,,,,,,30,Fear
1657,2022-08-19,,,,,,,33,Fear
1658,2022-08-20,,,,,,,29,Fear
1659,2022-08-21,,,,,,,27,Fear
1660,2022-08-22,,,,,,,29,Fear
1661,2022-08-23,,,,,,,28,Fear
1662,2022-08-24,,,,,,,25,Extreme Fear
1663,2022-08-25,,,,,,,25,Extreme Fear
1664,2022-08-26,,,,,,,27,Fear
1665,2022-08-27,,,,,,,28,Fear
1666,2022-08-28,,,,,,,28,Fear
1667,2022-08-29,,,,,,,24,Extreme Fear
1668,2022-08-30,,,,,,,27,Fear
1669,2022-08-31,,,,,,,23,Extreme Fear
1670,2022-09-01,,,,,,,20,Extreme Fear
1671,2022-09-02,,,,,,,25,Extreme Fear
1672,2022-09-03,,,,,,,21,Extreme Fear
1673,2022-09-04,,,,,,,20,Extreme Fear
1674,2022-09-05,,,,,,,23,Extreme Fear
1675,2022-09-06,,,,,,,22,Extreme Fear
1676,2022-09-07,,,,,,,24,Extreme Fear
1677,2022-09-08,,,,,,,20,Extreme Fear
1678,2022-09-09,,,,,,,22,Extreme Fear
1679,2022-09-10,,,,,,,28,Fear
1680,2022-09-11,,,,,,,26,Fear
1681,2022-09-12,,,,,,,25,Extreme Fear
1682,2022-09-13,,,,,,,34,Fear
1683,2022-09-14,,,,,,,27,Fear
1684,2022-09-15,,,,,,,28,Fear
1685,2022-09-16,,,,,,,20,Extreme Fear
1686,2022-09-17,,,,,,,22,Extreme Fear
1687,2022-09-18,,,,,,,27,Fear
1688,2022-09-19,,,,,,,21,Extreme Fear
1689,2022-09-20,,,,,,,23,Extreme Fear
1690,2022-09-21,,,,,,,23,Extreme Fear
1691,2022-09-22,,,,,,,22,Extreme Fear
1692,2022-09-23,,,,,,,20,Extreme Fear
1693,2022-09-24,,,,,,,24,Extreme Fear
1694,2022-09-25,,,,,,,24,Extreme Fear
1695,2022-09-26,,,,,,,21,Extreme Fear
1696,2022-09-27,,,,,,,20,Extreme Fear
1697,2022-09-28,,,,,,,20,Extreme Fear
1698,2022-09-29,,,,,,,22,Extreme Fear
1699,2022-09-30,,,,,,,21,Extreme Fear
1700,2022-10-01,,,,,,,20,Extreme Fear
1701,2022-10-02,,,,,,,24,Extreme Fear
1702,2022-10-03,,,,,,,24,Extreme Fear
1703,2022-10-04,,,,,,,20,Extreme Fear
1704,2022-10-05,,,,,,,25,Extreme Fear
1705,2022-10-06,,,,,,,26,Fear
1706,2022-10-07,,,,,,,23,Extreme Fear
1707,2022-10-08,,,,,,,24,Extreme Fear
1708,2022-10-09,,,,,,,22,Extreme Fear
1709,2022-10-10,,,,,,,22,Extreme Fear
1710,2022-10-11,,,,,,,24,Extreme Fear
1711,2022-10-12,,,,,,,20,Extreme Fear
1712,2022-10-13,,,,,,,20,Extreme Fear
1713,2022-10-14,,,,,,,24,Extreme Fear
1714,2022-10-15,,,,,,,24,Extreme Fear
1715,2022-10-16,,,,,,,24,Extreme Fear
1716,2022-10-17,,,,,,,20,Extreme Fear
1717,2022-10-18,,,,,,,22,Extreme Fear
1718,2022-10-19,,,,,,,23,Extreme Fear
1719,2022-10-20,,,,,,,23,Extreme Fear
1720,2022-10-21,,,,,,,23,Extreme Fear
1721,2022-10-22,,,,,,,20,Extreme Fear
1722,2022-10-23,,,,,,,23,Extreme Fear
1723,2022-10-24,,,,,,,22,Extreme Fear
1724,2022-10-25,,,,,,,20,Extreme Fear
1725,2022-10-26,,,,,,,33,Fear
1726,2022-10-27,,,,,,,32,Fear
1727,2022-10-28,,,,,,,30,Fear
1728,2022-10-29,,,,,,,34,Fear
1729,2022-10-30,,,,,,,34,Fear
1730,2022-10-31,,,,,,,31,Fear
1731,2022-11-01,,,,,,,30,Fear
1732,2022-11-02,,,,,,,30,Fear
1733,2022-11-03,,,,,,,30,Fear
1734,2022-11-04,,,,,,,30,Fear
1735,2022-11-05,,,,,,,38,Fear
1736,2022-11-06,,,,,,,40,Fear
1737,2022-11-07,,,,,,,33,Fear
1738,2022-11-08,,,,,,,31,Fear
1739,2022-11-09,,,,,,,29,Fear
1740,2022-11-10,,,,,,,22,Extreme Fear
1741,2022-11-11,,,,,,,25,Extreme Fear
1742,2022-11-12,,,,,,,21,Extreme Fear
1743,2022-11-13,,,,,,,22,Extreme Fear
1744,2022-11-14,,,,,,,24,Extreme Fear
1745,2022-11-15,,,,,,,22,Extreme Fear
1746,2022-11-16,,,,,,,23,Extreme Fear
1747,2022-11-17,,,,,,,20,Extreme Fear
1748,2022-11-18,,,,,,,23,Extreme Fear
1749,2022-11-19,,,,,,,23,Extreme Fear
1750,2022-11-20,,,,,,,24,Extreme Fear
1751,2022-11-21,,,,,,,21,Extreme Fear
1752,2022-11-22,,,,,,,22,Extreme Fear
1753,2022-11-23,,,,,,,22,Extreme Fear
1754,2022-11-24,,,,,,,20,Extreme Fear
1755,2022-11-25,,,,,,,20,Extreme Fear
1756,2022-11-26,,,,,,,22,Extreme Fear
1757,2022-11-27,,,,,,,26,Fear
1758,2022-11-28,,,,,,,28,Fear
1759,2022-11-29,,,,,,,26,Fear
1760,2022-11-30,,,,,,,29,Fear
1761,2022-12-01,,,,,,,27,Fear
1762,2022-12-02,,,,,,,27,Fear
1763,2022-12-03,,,,,,,27,Fear
1764,2022-12-04,,,,,,,26,Fear
1765,2022-12-05,,,,,,,26,Fear
1766,2022-12-06,,,,,,,25,Extreme Fear
1767,2022-12-07,,,,,,,29,Fear
1768,2022-12-08,,,,,,,25,Extreme Fear
1769,2022-12-09,,,,,,,26,Fear
1770,2022-12-10,,,,,,,27,Fear
1771,2022-12-11,,,,,,,26,Fear
1772,2022-12-12,,,,,,,27,Fear
1773,2022-12-13,,,,,,,27,Fear
1774,2022-12-14,,,,,,,30,Fear
1775,2022-12-15,,,,,,,31,Fear
1776,2022-12-16,,,,,,,29,Fear
1777,2022-12-17,,,,,,,28,Fear
1778,2022-12-18,,,,,,,26,Fear
1779,2022-12-19,,,,,,,29,Fear
1780,2022-12-20,,,,,,,29,Fear
1781,2022-12-21,,,,,,,26,Fear
1782,2022-12-22,,,,,,,28,Fear
1783,2022-12-23,,,,,,,27,Fear
1784,2022-12-24,,,,,,,29,Fear
1785,2022-12-25,,,,,,,29,Fear
1786,2022-12-26,,,,,,,28,Fear
1787,2022-12-27,,,,,,,27,Fear
1788,2022-12-28,,,,,,,28,Fear
1789,2022-12-29,,,,,,,28,Fear
1790,2022-12-30,,,,,,,28,Fear
1791,2022-12-31,,,,,,,25,Extreme Fear
1792,2023-01-01,,,,,,,26,Fear
1793,2023-01-02,,,,,,,27,Fear
1794,2023-01-03,,,,,,,26,Fear
1795,2023-01-04,,,,,,,29,Fear
1796,2023-01-05,,,,,,,29,Fear
1797,2023-01-06,,,,,,,26,Fear
1798,2023-01-07,,,,,,,25,Extreme Fear
1799,2023-01-08,,,,,,,25,Extreme Fear
1800,2023-01-09,,,,,,,25,Extreme Fear
