timestamp,open_interest,high_oi,low_oi,close_oi,open_rate,high_rate,low_rate,close_rate,long_liq,short_liq,long_ratio,short_ratio
2020-04-15,,,,,-0.012803,0.002925,-0.012803,0.002925,2124.2729999999983,279.8729999999998,88.35873528479551,11.641264715204487
2020-04-16,,,,,-0.007017,0.006363999999999999,-0.046001,0.006363999999999999,2839.6910000000075,5911.032000000031,32.45093005457944,67.54906994542057
2020-04-17,,,,,0.005926,0.005926,-0.006771,-0.006771,754.5809999999994,393.4249999999998,65.72970872974531,34.270291270254695
2020-04-18,,,,,-0.003132,-0.003132,-0.019642,-0.019642,226.80499999999992,1523.6069999999945,12.957235210910383,87.04276478908962
2020-04-19,,,,,-0.019142,0.008514,-0.019142,0.008514,1320.551999999999,219.91899999999993,85.72391171271644,14.276088287283569
2020-04-20,,,,,-0.00131,-0.00131,-0.005762,-0.005762,4359.979000000008,857.6659999999993,83.56220095464528,16.437799045354716
2020-04-21,,,,,-0.009179999999999999,0.01,-0.009179999999999999,0.01,423.4409999999999,651.6619999999992,39.386086728434414,60.613913271565586
2020-04-22,,,,,-0.002663,-0.002663,-0.031243999999999997,-0.031243999999999997,92.80400000000004,1899.09,4.659083264470903,95.34091673552909
2020-04-23,,,,,-0.022340000000000002,0.01,-0.022340000000000002,0.01,1270.7269999999994,10147.271000000103,11.129157668445801,88.8708423315542
2020-04-24,,,,,0.01,0.01,0.01,0.01,836.1169999999995,393.64100000000013,67.99036883679551,32.00963116320449
2020-04-25,,,,,0.01,0.01,0.01,0.01,454.68099999999953,1232.6079999999995,26.947428685897894,73.0525713141021
2020-04-26,,,,,0.01,0.01,0.0074930000000000005,0.01,1064.1209999999994,944.1279999999991,52.98750304369628,47.01249695630372
2020-04-27,,,,,0.01,0.01,0.01,0.01,491.29899999999975,1021.6489999999989,32.47296007529672,67.52703992470329
2020-04-28,,,,,0.01,0.01,0.01,0.01,282.95900000000006,114.23100000000005,71.24021249276164,28.759787507238354
2020-04-29,,,,,0.01,0.01,0.01,0.01,3161.3060000000023,12660.324000000108,19.980912206896384,80.01908779310362
2020-04-30,,,,,0.013208,0.097517,0.01,0.01,8418.858000000077,5218.68400000004,61.7329574493703,38.26704255062969
2020-05-01,,,,,0.021072,0.021072,0.013527999999999998,0.013527999999999998,1554.3699999999958,1086.718999999998,58.85337449817101,41.14662550182901
2020-05-02,,,,,0.01,0.010144,0.01,0.010144,683.0110000000003,577.8779999999998,54.16900298122993,45.83099701877007
2020-05-03,,,,,0.01,0.019809999999999998,0.01,0.015161999999999998,3254.2730000000165,1112.2739999999965,74.5273782693741,25.472621730625892
2020-05-04,,,,,0.011925,0.011925,0.01,0.01,2134.635999999995,893.1669999999995,70.5011521555398,29.498847844460197
2020-05-05,,,,,0.01,0.01,0.01,0.01,1521.9949999999967,1119.3039999999967,57.62297263581292,42.37702736418707
2020-05-06,,,,,0.01,0.035981,0.01,0.035981,1864.3109999999967,2374.5800000000013,43.98110260443115,56.01889739556886
2020-05-07,,,,,0.01,0.01,0.01,0.01,1911.9949999999956,4883.942000000017,28.134383823746333,71.86561617625367
2020-05-08,,,,,0.016093999999999997,0.053189999999999994,0.016093999999999997,0.053189999999999994,1848.1099999999958,468.3169999999997,79.7827861616187,20.217213838381294
2020-05-09,,,,,0.042037,0.07581600000000001,0.042037,0.058018,2734.731000000008,423.5310000000002,86.58974461270158,13.410255387298427
2020-05-10,,,,,0.042326,0.042326,0.01,0.01,23163.09300000001,3585.4010000000007,86.59587713611091,13.404122863889082
2020-05-11,,,,,0.01,0.01,0.01,0.01,7372.658000000098,3297.858000000002,69.09373454854506,30.906265451454935
2020-05-12,,,,,0.01,0.01,0.01,0.01,897.1229999999983,839.3939999999992,51.66220658939703,48.33779341060297
2020-05-13,,,,,0.01,0.01,0.01,0.01,425.5119999999996,1899.4569999999924,18.30183542232181,81.6981645776782
2020-05-14,,,,,0.01,0.01,0.01,0.01,1990.7099999999969,3372.525000000006,37.11770974048304,62.88229025951696
2020-05-15,,,,,0.01,0.01,0.0044,0.01,5049.545000000039,741.1559999999984,87.20092783239899,12.799072167601015
2020-05-16,,,,,0.01,0.01,0.01,0.01,625.4749999999984,635.639999999999,49.59698362163638,50.40301637836361
2020-05-17,,,,,0.008001,0.008001,0.000888,0.000888,699.1069999999992,1781.5629999999937,28.182184651727205,71.8178153482728
2020-05-18,,,,,0.01,0.01,-0.00664,-0.00664,2063.475,829.241999999999,71.33345570963219,28.666544290367824
2020-05-19,,,,,0.01,0.01,0.007892,0.01,1395.9039999999968,826.1809999999979,62.819559107774914,37.18044089222509
2020-05-20,,,,,0.01,0.01,0.01,0.01,3458.7229999999936,375.53999999999996,90.20567968342284,9.794320316577151
2020-05-21,,,,,-0.009027,0.01,-0.009027,0.01,5835.028000000064,830.962999999999,87.53429160045384,12.465708399546163
2020-05-22,,,,,-0.00515,0.006867000000000001,-0.00515,0.006867000000000001,572.5749999999991,753.3089999999987,43.1843962216906,56.81560377830942
2020-05-23,,,,,-0.002092,0.007023,-0.002092,0.007023,459.19499999999965,315.97499999999974,59.2379736057897,40.7620263942103
2020-05-24,,,,,0.01,0.01,0.006724,0.006724,3869.880000000014,609.3389999999994,86.39631149983965,13.603688500160352
2020-05-25,,,,,0.006784,0.006784,-0.004286,-0.004226,832.7029999999993,1033.667,44.616180071475625,55.38381992852437
2020-05-26,,,,,-3.5e-05,0.01,-3.5e-05,0.004599,933.1829999999984,504.97700000000043,64.88728653279183,35.11271346720816
2020-05-27,,,,,0.002104,0.01,-0.014025,-0.014025,426.6169999999999,2727.060000000004,13.52760602940629,86.47239397059371
2020-05-28,,,,,-0.011366000000000001,-0.001187,-0.011366000000000001,-0.001187,276.7779999999999,3153.8400000000056,8.067875817126811,91.93212418287318
2020-05-29,,,,,0.002618,0.002618,-0.0006039999999999999,-0.0006039999999999999,832.9979999999989,200.12699999999984,80.62896551724138,19.37103448275863
2020-05-30,,,,,0.01,0.01,0.01,0.01,645.5109999999994,1920.4709999999955,25.15648979610927,74.84351020389072
2020-05-31,,,,,0.01,0.01,0.01,0.01,876.3509999999994,137.51700000000005,86.43640000473434,13.563599995265669
2020-06-01,,,,,0.01,0.01,-0.002911,0.000938,247.17700000000028,9030.44100000036,2.664229115706108,97.33577088429391
2020-06-02,,,,,0.03448,0.07831,0.01,0.01,4777.833000000022,487.07599999999957,90.74863402197461,9.251365978025405
2020-06-03,,,,,0.01,0.01,0.008646,0.01,503.93599999999964,705.9490000000001,41.65156192530693,58.348438074693064
2020-06-04,,,,,0.01,0.01,0.01,0.01,902.473999999999,1051.1889999999987,46.19394440085112,53.80605559914887
2020-06-05,,,,,0.01,0.01,0.01,0.01,1289.0570000000016,164.13500000000002,88.70520894692513,11.294791053074874
2020-06-06,,,,,0.01,0.01,0.01,0.01,527.8559999999995,278.06299999999965,65.49740110358486,34.50259889641514
2020-06-07,,,,,0.01,0.01,0.01,0.01,1612.1819999999957,947.8009999999985,62.97627757684325,37.02372242315674
2020-06-08,,,,,0.01,0.01,0.01,0.01,270.3559999999999,206.50499999999988,56.69492787206335,43.30507212793665
2020-06-09,,,,,0.01,0.01,0.01,0.01,899.5459999999979,540.8289999999994,62.45220862622578,37.54779137377422
2020-06-10,,,,,0.01,0.01,0.01,0.01,560.968999999999,1442.961999999999,27.993428915466627,72.00657108453336
2020-06-11,,,,,0.01,0.01,0.01,0.01,7051.6380000000245,449.0809999999997,94.01282730362252,5.987172696377483
2020-06-12,,,,,0.01,0.01,-0.003816,0.009713999999999999,505.72499999999974,673.1210000000001,42.900005598695664,57.09999440130434
2020-06-13,,,,,-0.0019420000000000001,0.01,-0.0019420000000000001,0.01,199.46499999999997,180.8139999999998,52.4522784587106,47.5477215412894
2020-06-14,,,,,0.007102,0.01,0.007102,0.01,800.8829999999992,227.49499999999998,77.87827044141355,22.12172955858645
2020-06-15,,,,,0.01,0.01,-0.018213,-0.018213,3378.3710000000347,1774.8509999999944,65.55842150794233,34.44157849205768
2020-06-16,,,,,-0.015215000000000001,0.01,-0.015215000000000001,0.01,412.74799999999976,987.2099999999984,29.482884486534616,70.51711551346538
2020-06-17,,,,,0.007763999999999999,0.007763999999999999,-0.008320000000000001,0.007509999999999999,1481.1879999999976,281.6029999999997,84.02516237035472,15.97483762964527
2020-06-18,,,,,-0.010005,0.007624000000000001,-0.011589,0.007624000000000001,410.4749999999997,99.65500000000006,80.46478348656223,19.535216513437774
2020-06-19,,,,,-0.000157,0.01,-0.000157,0.01,468.9029999999997,344.20799999999963,57.667772296771304,42.3322277032287
2020-06-20,,,,,0.01,0.01,0.001186,0.01,744.442999999999,363.01199999999966,67.22106090089439,32.77893909910562
2020-06-21,,,,,-0.003057,0.01,-0.003057,0.01,126.50200000000007,113.91500000000003,52.61774333761756,47.382256662382446
2020-06-22,,,,,0.01,0.01,0.006784,0.01,131.049,3043.2120000000036,4.128488489131796,95.8715115108682
2020-06-23,,,,,0.01,0.012214999999999998,0.01,0.012214999999999998,254.57400000000007,49.72300000000001,83.65971402938577,16.340285970614236
2020-06-24,,,,,0.011286000000000001,0.011286000000000001,0.01,0.01,3842.068000000013,199.60199999999995,95.06139788750691,4.938602112493086
2020-06-25,,,,,0.01,0.01,0.01,0.01,1767.5899999999947,463.7179999999992,79.21766067257408,20.782339327425905
2020-06-26,,,,,0.009401,0.01,0.009401,0.01,809.244999999999,390.12799999999953,67.47233762974487,32.52766237025513
2020-06-27,,,,,0.01,0.01,0.01,0.01,3324.436999999998,636.8079999999999,83.92404408210045,16.075955917899552
2020-06-28,,,,,0.01,0.01,0.004867,0.004867,143.84400000000008,797.2089999999995,15.285430257381908,84.7145697426181
2020-06-29,,,,,0.01,0.01,0.01,0.01,210.48200000000006,412.03799999999944,33.81128317162504,66.18871682837495
2020-06-30,,,,,0.01,0.01,0.01,0.01,214.42199999999974,47.815000000000005,81.76649366794157,18.233506332058425
2020-07-01,,,,,0.01,0.01,0.01,0.01,75.05700000000002,477.9469999999997,13.572596219918854,86.42740378008116
2020-07-02,,,,,0.01,0.01,0.01,0.01,2237.2699999999954,212.62000000000052,91.3212429945834,8.678757005416605
2020-07-03,,,,,0.01,0.01,0.01,0.01,160.09600000000026,13.967999999999993,91.97536538284771,8.024634617152296
2020-07-04,,,,,0.01,0.01,0.01,0.01,54.234000000000016,452.99500000000046,10.692211998919612,89.30778800108038
2020-07-05,,,,,0.01,0.01,0.01,0.01,1533.4770000000026,233.82399999999993,86.76942976889622,13.230570231103792
2020-07-06,,,,,0.01,0.01,0.01,0.01,34.79600000000002,1164.535999999997,2.901281713487183,97.09871828651282
2020-07-07,,,,,0.01,0.01,0.01,0.01,253.6569999999998,55.23300000000002,82.11887727022564,17.881122729774372
2020-07-08,,,,,0.01,0.01,0.01,0.01,47.707000000000015,1110.7579999999975,4.118121825001197,95.88187817499879
2020-07-09,,,,,0.01,0.01,0.01,0.01,1557.3819999999967,60.879999999999995,96.23793922121386,3.7620607787861373
2020-07-10,,,,,0.01,0.01,0.01,0.01,290.87099999999987,338.63700000000006,46.20608475190147,53.793915248098536
2020-07-11,,,,,0.01,0.01,0.01,0.01,114.87600000000002,15.643999999999995,88.01409745632854,11.985902543671463
2020-07-12,,,,,0.01,0.01,0.01,0.01,227.75400000000008,517.4589999999993,30.562268774162593,69.43773122583742
2020-07-13,,,,,0.01,0.01,0.01,0.01,238.74900000000005,102.79000000000006,69.90387627767252,30.096123722327473
2020-07-14,,,,,0.01,0.01,0.01,0.01,594.4519999999993,148.02500000000003,80.06335549788072,19.93664450211928
2020-07-15,,,,,0.01,0.01,0.01,0.01,155.53999999999994,23.653000000000002,86.80026563537638,13.199734364623625
2020-07-16,,,,,0.01,0.01,0.01,0.01,777.1720000000014,50.03300000000001,93.95155977055265,6.048440229447347
2020-07-17,,,,,0.01,0.01,0.01,0.01,6.006000000000001,90.33000000000003,6.234429496761335,93.76557050323868
2020-07-18,,,,,0.01,0.01,0.01,0.01,24.103000000000005,91.49799999999999,20.85016565600644,79.14983434399355
2020-07-19,,,,,0.01,0.01,0.01,0.01,121.49900000000002,294.116,29.23354546876316,70.76645453123683
2020-07-20,,,,,0.01,0.01,0.01,0.01,106.75099999999999,14.296000000000001,88.1897114344015,11.810288565598489
2020-07-21,,,,,0.01,0.01,0.01,0.01,90.08200000000004,1273.0819999999947,6.608302449301799,93.3916975506982
2020-07-22,,,,,0.01,0.01,0.01,0.01,304.063,1364.8639999999994,18.21907129550904,81.78092870449098
2020-07-23,,,,,0.01,0.01,0.01,0.01,207.458,1603.4129999999636,11.45625502865771,88.54374497134229
2020-07-24,,,,,0.01,0.01,0.01,0.01,397.14299999999963,143.19100000000003,73.49953917391834,26.500460826081675
2020-07-25,,,,,0.01,0.01,0.01,0.01,25.266000000000005,579.5139999999994,4.177717517113666,95.82228248288635
2020-07-26,,,,,0.01,0.06543700000000001,0.01,0.06543700000000001,715.4769999999979,3995.6040000000107,15.187108861002319,84.8128911389977
2020-07-27,,,,,0.047138,0.086993,0.047138,0.051888,3382.0769999999957,10613.910000000202,24.164619472709916,75.83538052729008
2020-07-28,,,,,0.139484,0.139484,0.097576,0.097576,2822.6989999999973,948.9339999999993,74.84023498574754,25.15976501425245
2020-07-29,,,,,0.083621,0.083621,0.061856,0.061856,1587.7819999999954,671.8429999999989,70.26750013829725,29.732499861702742
2020-07-30,,,,,0.061759,0.072329,0.061759,0.069174,1167.276999999998,243.64700000000013,82.73138737451482,17.268612625485176
