date,open,high,low,close,volume,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,sma_golden_cross,sma_death_cross,sma_cross_signal,ema_golden_cross,ema_death_cross,ema_cross_signal,rsi_14,rsi_signal,rsi_crossover,std_20,upper_band_20,lower_band_20,daily_return,cumulative_return,volatility_14,vol_category,macd,macd_signal,macd_histogram,high_low_spread,high_low_percent,fear_greed_index,fear_greed_label,open_interest,high_oi,low_oi,close_oi,open_rate,high_rate,low_rate,close_rate,long_liq,short_liq,long_ratio,short_ratio
2021-04-01,58601.17,59490.0,57935.42,58899.97,3038.74724181,57010.97899999999,56167.8849831083,53162.12560000001,51913.40759419688,43572.895,44457.17675701054,29249.53155,34350.330200032964,False,False,0,False,False,0,54.50488641476106,Neutral,False,2184.5252689309623,62721.46078990119,49614.30917631541,0.0054215979008016,12169.415289256214,2.803945554510643,High,2653.8746015602374,2832.1597356051207,-178.2851340448833,1554.5800000000015,2.683298058424366,74.0,Greed,2023391562.1872704,2055809344.62706,1955672209.9112003,1965744917.29242,0.109277,0.109277,0.051932,0.051932,851.7419999999944,230.7019999999998,78.68693438182474,21.313065618175266
2021-04-02,58927.59,60103.04,58450.0,58864.8,2637.32707456,56939.4685,56424.73403233608,53385.186,52186.01121795387,43925.3904,44742.47622716874,29490.484050000003,34594.25527266945,False,False,0,False,False,0,49.93919993411309,Neutral,False,2092.8497320794445,62703.28322857441,50146.18483609775,-0.0005971140562549,12162.148760330596,2.7037283832098136,High,2650.649652016524,2795.857718887401,-145.2080668708777,1653.0400000000009,2.828126603934989,74.0,Greed,1973680582.10112,2095838720.76384,1957467264.88896,2039887026.81504,0.071058,0.106221,0.01,0.10197,775.6229999999963,442.77299999999735,63.65935213181925,36.34064786818077
2021-04-03,58864.8,59801.39,57777.77,58636.49,1432.78594098,56875.5855,56635.37745782788,53611.669,52438.97117019098,44278.5431,45017.60521276936,29729.74645,34833.48148886179,False,False,0,False,False,0,48.07998019747517,Neutral,False,2015.334779704891,62681.38179694255,50589.3731187132,-0.0038785488101549,12114.977272727288,2.6997855239392394,High,2623.223571896553,2761.330889489232,-138.107317592679,2023.6200000000024,3.502419702248811,73.0,Greed,1974344336.9188504,2049333964.9864,1944218378.66685,1981108108.1898005,0.10197,0.107843,0.063267,0.101313,2461.7189999999982,238.47799999999964,91.16812588118572,8.831874118814289
2021-04-04,58588.26,58588.27,56466.25,57969.03,1752.11064735,56942.439,56762.39198565379,53834.2596,52655.83622234035,44614.8029,45274.06906994225,29964.66725,35063.68595165919,False,False,0,False,False,0,51.25491511951029,Neutral,False,2028.958650360224,62849.26793673446,50675.51603457312,-0.011383014228853,11977.072314049605,2.6009386336076434,High,2553.285155534497,2719.721742698285,-166.43658716378832,2122.019999999997,3.7580324530139633,74.0,Greed,2019248530.41492,2044734616.30837,1942951349.66583,1967731224.44381,0.05209,0.05209,0.01,0.026521,966.6009999999924,370.0859999999992,72.31318925073697,27.68681074926303
2021-04-05,57972.69,59280.0,56800.0,59028.06,2267.93560254,57105.252,56978.169891782,54039.5338,52905.727350876026,44948.8778,45546.42532598299,30205.19765,35302.13743472726,False,False,0,False,False,0,61.91216406030526,Neutral,False,2060.480893288084,63159.612571646256,50796.72721191775,0.0182688928898757,12195.88016528927,2.425893235711189,High,2533.672883767271,2682.5119709120827,-148.83908714481186,2480.0,4.366197183098591,71.0,Greed,2001817619.1941893,2049079803.73076,1988845568.0330093,2003299059.4045296,0.039464,0.045078,0.037409,0.037409,508.7059999999974,478.1679999999989,51.547208660882674,48.452791339117326
2021-04-06,59065.52,59473.9,57216.0,58258.14,2683.40014633,57122.6835,57100.07180685039,54237.7558,53115.625886135786,45261.3634,45798.14244824075,30442.147,35530.55537070012,False,False,0,False,False,0,61.12540499006657,Neutral,False,2069.099618403019,63307.370662059446,50892.77295164133,-0.0130432882259724,12036.805785123985,2.438905443547207,High,2465.740026987456,2639.157582127157,-173.4175551397011,2257.900000000001,3.946273769574946,75.0,Greed,1963282711.47273,2019188095.2438293,1913787498.95757,1946338425.93114,0.037409,0.097189,0.037409,0.083736,799.7799999999933,143.38000000000025,84.7979133975146,15.202086602485393
2021-04-07,58258.14,58668.0,55441.93,56127.66,5089.52458599,57065.575,57007.46115857892,54387.0902,53233.74487099321,45552.7301,46002.68735025579,30667.5127,35735.50168541953,False,False,0,False,False,0,54.33447472948913,Neutral,False,2080.5551314401887,63249.126552899485,50765.79576425835,-0.03656965361407,11596.623966942165,2.666374652884214,High,2288.804734305784,2569.0870125628826,-280.2822782570984,3226.07,5.818827014138937,72.0,Greed,1877891062.06748,2007739242.67118,1817959564.04904,1951949560.8274,0.057609,0.057609,0.05366,0.05366,2966.282000000019,303.32099999999946,90.72300215041405,9.276997849585952
2021-04-08,56075.95,58145.49,55680.4,57742.55,4958.71753106,57008.45850000001,57077.46961966664,54513.393200000006,53410.56075840524,45864.37619999999,46235.15987797349,30901.8797,35954.47729053973,False,False,0,False,False,0,67.90453918802262,Neutral,False,2043.328837440912,63207.45613198938,50947.48310734391,0.0287717321548768,11930.27892561985,2.357402321683382,High,2206.8255353914137,2496.634717128589,-289.8091817371751,2465.0899999999965,4.427213166572073,73.0,Greed,2025266081.1418,2081538077.11696,1930459724.25376,1930459724.25376,0.05366,0.05366,0.01,0.026225,207.4930000000002,474.55299999999767,30.42214161508181,69.57785838491819
2021-04-09,57729.0,58890.25,57450.52,58373.13,2764.20960207,56963.876,57200.86584636506,54644.8558,53605.17131689916,46162.854900000006,46475.515721974014,31141.270350000003,36177.54846177815,False,False,0,False,False,0,65.573178029523,Neutral,False,2000.792627486206,63203.24372882368,51198.48796390644,0.0109205429964556,12060.56404958679,2.2519910996558266,Normal,2157.228192642688,2428.7534122314087,-271.52521958872103,1439.7300000000032,2.5060347582580684,70.0,Greed,1932245628.98928,1934793390.0471,1868715484.42029,1881829350.5748,0.019611,0.026301,0.019611,0.021785,258.6650000000001,363.88099999999815,41.54954011430494,58.45045988569506
2021-04-10,58377.2,61222.22,57840.76,59548.73,3586.47920694,57062.1215,57424.47195623505,54728.9562,53838.252049569775,46469.1324,46734.39125223195,31386.5404,36410.09753181021,False,False,0,False,False,0,63.555451192446064,Neutral,False,2079.528637109798,63663.05786756444,51185.88604490566,0.0201394031808814,12303.456611570264,2.11778555153464,Normal,2162.8163236292967,2375.5659945109865,-212.74967088168972,3381.459999999999,5.846154165332542,70.0,Greed,1935409186.3988,2141389027.90596,1902077197.80253,2020032705.10986,0.012959,0.148624,0.012959,0.119652,1488.155999999988,1750.1539999999798,45.95471094490654,54.04528905509347
2021-04-11,59536.96,60679.0,58304.8,59661.24,2102.41246306,57265.514,57637.49748421267,54779.19079999999,54066.604518214095,46774.44270000001,46990.36845515805,31633.38445,36641.452183234986,False,False,0,False,False,0,66.83094671631014,Neutral,False,2126.7125888446985,64017.63525074677,51257.35971767857,0.0018893769858734,12326.702479338855,2.0712969039100373,Normal,2162.4055940047183,2332.933914409733,-170.5283204050147,2374.199999999997,4.072048956518155,76.0,Extreme Greed,2028735407.4804,2091054352.9984,1987363304.7804,2069510213.5924,0.086735,0.105998,0.057038,0.105998,320.25999999999874,184.8029999999999,63.40991123879588,36.59008876120413
